# Time (s),Altitude (km),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (km),Position North of launch (km),Lateral distance (km),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (kg),Propellant mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
13.66,3.4263,197.67,-15.101,197.81,15.122,0.10374,0.0038321,0.10381,2.1155,7.3305,0.79414,43.796,-120.65,9.7903,0.29351,0.044046,9.0829e-5,4.6917e-4,26.285,0,48.329,0.092906,2.714,2.2873,3.0544,0.61589,31708900,0,140.4,0.62219,0.62236,0.36502,0.087856,0.16931,0.060095,0.18398,-8.1533e-5,0,-3.7864e-5,0.014499,0.014536,9.699e-8,0.020805,0.1397,0.015328,87.228,1.5378,NaN,-16.306,553.82,321.42,0.01,1.3264
13.67,3.4283,197.52,-15.091,197.66,15.113,0.10381,0.0038352,0.10389,2.1157,7.3225,0.80596,43.796,-120.65,9.7903,0.30093,0.044026,2.831e-4,4.6919e-4,26.285,0,48.329,0.092906,2.7137,2.2873,3.0523,0.61544,31679351,0,140.15,0.62212,0.6223,0.36505,0.087839,0.16924,0.061632,0.18784,-2.2548e-4,0,-3.7949e-5,0.014496,0.014534,9.4364e-7,0.02079,0.1397,0.015328,87.228,1.5033,NaN,-16.319,553.68,321.41,0.01,1.3277
13.68,3.4302,197.37,-15.081,197.51,15.103,0.10389,0.0038383,0.10396,2.1159,7.3144,0.81652,43.796,-120.65,9.7903,0.30761,0.044005,4.7958e-4,4.6987e-4,26.285,0,48.329,0.092906,2.7135,2.2873,3.0504,0.61499,3.165e7,0,139.89,0.62205,0.62224,0.36507,0.087821,0.16917,0.06302,0.19201,-1.1776e-4,0,-3.8039e-5,0.014494,0.014532,2.7121e-6,0.020774,0.1397,0.015328,87.226,1.4692,NaN,-16.332,553.53,321.4,0.01,1.329
13.69,3.4322,197.22,-15.071,197.36,15.093,0.10396,0.0038414,0.10403,2.1161,7.3062,0.82581,43.796,-120.65,9.7903,0.31357,0.043985,6.7978e-4,4.7025e-4,26.285,0,48.329,0.092906,2.7132,2.2873,3.0486,0.61454,3.162e7,0,139.64,0.62199,0.62217,0.36509,0.087803,0.1691,0.064256,0.1963,-2.1818e-4,0,-3.8132e-5,0.014492,0.01453,5.4574e-6,0.020758,0.1397,0.015328,87.224,1.4358,NaN,-16.344,553.38,321.39,0.01,1.3304
13.7,3.4342,197.07,-15.06,197.21,15.084,0.10403,0.0038445,0.10411,2.1163,7.2979,0.8335,43.796,-120.65,9.7903,0.3186,0.043964,8.8331e-4,4.7099e-4,26.285,0,48.329,0.092906,2.713,2.2873,3.0472,0.61409,31590865,0,139.38,0.62192,0.62211,0.36511,0.087786,0.16902,0.065301,0.19872,2.0066e-4,0,-3.823e-5,0.014489,0.014527,9.2284e-6,0.020742,0.1397,0.015328,87.221,1.4032,NaN,-16.357,553.24,321.39,0.01,1.3317
13.71,3.4362,196.92,-15.051,197.06,15.074,0.10411,0.0038475,0.10418,2.1165,7.2896,0.8279,43.796,-120.65,9.7903,0.31611,0.043944,0.0010865,4.7322e-4,26.285,0,48.329,0.092906,2.7131,2.2873,3.0477,0.61363,31561218,0,139.12,0.62185,0.62204,0.36513,0.087768,0.16895,0.06478,0.19768,-3.3578e-4,0,-3.8382e-5,0.014487,0.014525,1.3983e-5,0.020726,0.1397,0.015328,87.218,1.3715,NaN,-16.37,553.09,321.38,0.01,1.333
13.72,3.4381,196.77,-15.041,196.9,15.064,0.10418,0.0038506,0.10425,2.1167,7.2814,0.82113,43.796,-120.65,9.7903,0.31291,0.043923,0.0012876,4.761e-4,26.285,0,48.329,0.092906,2.7132,2.2873,3.0484,0.61318,31531599,0,138.86,0.62178,0.62197,0.36515,0.08775,0.16888,0.064112,0.19494,2.1003e-4,0,-3.8529e-5,0.014485,0.014523,1.9668e-5,0.02071,0.1397,0.015328,87.213,1.3407,NaN,-16.383,552.95,321.37,0.01,1.3344
13.73,3.4401,196.62,-15.032,196.75,15.054,0.10425,0.0038536,0.10432,2.117,7.2732,0.81321,43.796,-120.65,9.7903,0.30901,0.043902,0.0014857,4.792e-4,26.285,0,48.329,0.092906,2.7133,2.2873,3.0493,0.61273,31502007,0,138.61,0.62171,0.62189,0.36517,0.087733,0.16881,0.063298,0.19299,-4.1644e-4,0,-3.867e-5,0.014482,0.014521,2.6227e-5,0.020694,0.1397,0.015328,87.208,1.3112,NaN,-16.396,552.8,321.36,0.01,1.3357
13.74,3.4421,196.47,-15.022,196.6,15.044,0.10433,0.0038567,0.1044,2.1172,7.2651,0.80417,43.796,-120.65,9.7903,0.30442,0.043882,0.0016809,4.8293e-4,26.285,0,48.329,0.092906,2.7135,2.2873,3.0504,0.61227,31472443,0,138.35,0.62164,0.62182,0.36519,0.087715,0.16873,0.062343,0.19059,-4.5492e-4,0,-3.8806e-5,0.01448,0.014519,3.3625e-5,0.020679,0.1397,0.015328,87.202,1.2829,NaN,-16.408,552.65,321.36,0.01,1.3371
13.75,3.444,196.32,-15.013,196.45,15.034,0.1044,0.0038597,0.10447,2.1174,7.2571,0.79408,43.796,-120.65,9.7902,0.29918,0.043861,0.0018726,4.876e-4,26.285,0,48.329,0.092906,2.7136,2.2873,3.0516,0.61182,31442907,0,138.09,0.62157,0.62174,0.36521,0.087698,0.16866,0.061252,0.18736,1.6632e-4,0,-3.8939e-5,0.014478,0.014517,4.1795e-5,0.020663,0.1397,0.015328,87.196,1.2559,NaN,-16.421,552.51,321.35,0.01,1.3385
13.76,3.446,196.17,-15.004,196.3,15.024,0.10447,0.0038628,0.10454,2.1176,7.2492,0.78387,43.796,-120.65,9.7902,0.29382,0.04384,0.0020606,4.9209e-4,26.285,0,48.329,0.092906,2.7138,2.2873,3.0529,0.61137,31413413,0,137.84,0.62151,0.62167,0.36523,0.08768,0.16859,0.060137,0.18391,2.4582e-4,0,-3.9064e-5,0.014475,0.014514,5.0682e-5,0.020647,0.1397,0.015328,87.189,1.2305,NaN,-16.434,552.36,321.34,0.01,1.3397
13.77,3.4479,196.02,-14.994,196.15,15.014,0.10454,0.0038658,0.10461,2.1177,7.2415,0.77265,43.796,-120.65,9.7902,0.28781,0.04382,0.0022445,4.972e-4,26.285,0,48.329,0.092906,2.714,2.2873,3.0544,0.61092,31383947,0,137.58,0.62144,0.6216,0.36526,0.087663,0.16852,0.05889,0.18009,2.2191e-4,0,-3.9188e-5,0.014473,0.014512,6.0224e-5,0.020631,0.1397,0.015328,87.181,1.2066,NaN,-16.447,552.22,321.33,0.01,1.3405
13.78,3.4499,195.87,-14.985,196,15.004,0.10461,0.0038689,0.10469,2.1179,7.2338,0.76044,43.796,-120.65,9.7902,0.28119,0.043799,0.0024238,5.033e-4,26.285,0,48.329,0.092906,2.7142,2.2873,3.056,0.61047,31354509,0,137.32,0.62137,0.62152,0.36528,0.087645,0.16845,0.057515,0.17612,2.1221e-4,0,-3.931e-5,0.014471,0.01451,7.0341e-5,0.020616,0.1397,0.015328,87.172,1.1844,NaN,-16.459,552.07,321.32,0.01,1.3412
13.79,3.4519,195.72,-14.976,195.85,14.995,0.10469,0.0038719,0.10476,2.1181,7.2263,0.74728,43.796,-120.65,9.7902,0.27397,0.043778,0.0025989,5.1048e-4,26.285,0,48.329,0.092906,2.7145,2.2873,3.0578,0.61002,31325098,0,137.07,0.6213,0.62144,0.3653,0.087628,0.16838,0.056016,0.17108,5.859e-5,0,-3.9431e-5,0.014468,0.014508,8.099e-5,0.0206,0.1397,0.015328,87.163,1.164,NaN,-16.472,551.93,321.32,0.01,1.342
13.8,3.4538,195.57,-14.967,195.7,14.985,0.10476,0.0038749,0.10483,2.1183,7.2189,0.73229,43.796,-120.65,9.7902,0.26563,0.043757,0.0027683,5.19e-4,26.285,0,48.329,0.092906,2.7148,2.2873,3.0599,0.60956,31295698,0,136.81,0.62123,0.62137,0.36532,0.08761,0.1683,0.054287,0.16589,-4.9359e-4,0,-3.9555e-5,0.014466,0.014506,9.2039e-5,0.020584,0.1397,0.015328,87.153,1.1454,NaN,-16.485,551.78,321.31,0.01,1.3427
13.81,3.4558,195.42,-14.959,195.55,14.975,0.10483,0.0038779,0.1049,2.1185,7.2118,0.68026,43.796,-120.65,9.7902,0.23588,0.043736,0.002919,5.6024e-4,26.285,0,48.329,0.092906,2.7159,2.2873,3.0677,0.6091,31265702,0,136.55,0.62116,0.62127,0.36534,0.087592,0.16823,0.048137,0.14767,-1.0333e-4,0,-3.9843e-5,0.014464,0.014504,1.0249e-4,0.020568,0.1397,0.015328,87.143,1.1286,NaN,-16.498,551.64,321.3,0.01,1.3435
13.82,3.4577,195.27,-14.952,195.4,14.965,0.1049,0.0038809,0.10498,2.1187,7.2053,0.62794,43.796,-120.65,9.7902,0.20579,0.043715,0.0030472,6.1814e-4,26.285,0,48.329,0.092906,2.717,2.2873,3.0756,0.60864,31235738,0,136.28,0.62109,0.62117,0.36536,0.087574,0.16816,0.041936,0.12907,1.637e-6,0,-4.0103e-5,0.014461,0.014501,1.1186e-4,0.020553,0.1397,0.015328,87.132,1.1138,NaN,-16.51,551.49,321.29,0.01,1.3442
13.83,3.4597,195.12,-14.944,195.25,14.956,0.10498,0.0038839,0.10505,2.1189,7.1993,0.57544,43.796,-120.65,9.7902,0.17549,0.043694,0.00315,7.007e-4,26.285,0,48.329,0.092906,2.7181,2.2873,3.0836,0.60818,31205805,0,136.02,0.62102,0.62108,0.36538,0.087557,0.16808,0.035708,0.11025,-1.2036e-4,0,-4.0339e-5,0.014459,0.014499,1.1973e-4,0.020537,0.1397,0.015328,87.121,1.1011,NaN,-16.523,551.35,321.29,0.01,1.3449
13.84,3.4616,194.97,-14.937,195.1,14.946,0.10505,0.0038869,0.10512,2.1191,7.1938,0.52291,43.796,-120.65,9.7902,0.14511,0.043673,0.0032218,8.2345e-4,26.285,0,48.329,0.092906,2.7192,2.2873,3.0917,0.60771,31175905,0,135.76,0.62095,0.62099,0.3654,0.087539,0.16801,0.029483,0.091385,-1.1909e-4,0,-4.0556e-5,0.014457,0.014497,1.2544e-4,0.020521,0.1397,0.015328,87.109,1.0903,NaN,-16.536,551.2,321.28,0.01,1.3457
13.85,3.4636,194.82,-14.93,194.95,14.937,0.10512,0.0038899,0.10519,2.1193,7.1888,0.47132,43.796,-120.65,9.7902,0.11538,0.043652,0.00325,0.0010133,26.285,0,48.329,0.092906,2.7203,2.2873,3.0996,0.60725,31146050,0,135.5,0.62088,0.62091,0.36542,0.087521,0.16794,0.023408,0.072777,1.8178e-4,0,-4.0752e-5,0.014454,0.014495,1.2785e-4,0.020506,0.1397,0.015328,87.097,1.0817,NaN,-16.548,551.06,321.27,0.01,1.3464
13.86,3.4655,194.67,-14.921,194.81,14.928,0.10519,0.0038929,0.10526,2.1194,7.1842,0.45294,43.796,-120.65,9.7902,0.10475,0.043631,0.0032902,0.0011036,26.285,0,48.329,0.092906,2.7207,2.2873,3.1024,0.6068,31116790,0,135.25,0.62082,0.62084,0.36545,0.087504,0.16787,0.02124,0.066022,4.8252e-4,0,-4.0784e-5,0.014452,0.014493,1.3124e-4,0.02049,0.1397,0.015328,87.084,1.0752,NaN,-16.561,550.91,321.26,0.01,1.3472
13.87,3.4675,194.52,-14.912,194.66,14.919,0.10526,0.0038959,0.10533,2.1196,7.1798,0.43437,43.796,-120.65,9.7902,0.094045,0.043609,0.0033133,0.0012158,26.285,0,48.329,0.092906,2.7211,2.2873,3.1051,0.60635,31087558,0,135,0.62075,0.62077,0.36547,0.087486,0.1678,0.019058,0.059196,-2.7518e-4,0,-4.0829e-5,0.01445,0.014491,1.3329e-4,0.020474,0.1397,0.015328,87.072,1.0708,NaN,-16.574,550.77,321.26,0.01,1.3479
13.88,3.4694,194.37,-14.904,194.51,14.91,0.10533,0.0038989,0.10541,2.1198,7.1756,0.41566,43.796,-120.65,9.7902,0.083322,0.043588,0.0033139,0.0013575,26.285,0,48.329,0.092906,2.7215,2.2873,3.1079,0.6059,31058352,0,134.75,0.62068,0.62069,0.36549,0.087469,0.16773,0.016876,0.052677,-4.6596e-6,0,-4.0885e-5,0.014448,0.014488,1.3354e-4,0.020459,0.1397,0.015328,87.059,1.0684,NaN,-16.586,550.63,321.25,0.01,1.3487
13.89,3.4714,194.23,-14.895,194.36,14.901,0.10541,0.0039018,0.10548,2.12,7.1715,0.39684,43.796,-120.65,9.7902,0.072669,0.043567,0.0032825,0.0015402,26.285,0,48.329,0.092906,2.7219,2.2873,3.1107,0.60545,31029172,0,134.5,0.62061,0.62062,0.36551,0.087452,0.16765,0.014711,0.045976,-3.7815e-5,0,-4.095e-5,0.014445,0.014486,1.3123e-4,0.020443,0.1397,0.015328,87.046,1.0681,NaN,-16.599,550.48,321.24,0.01,1.3495
13.9,3.4733,194.08,-14.887,194.21,14.892,0.10548,0.0039048,0.10555,2.1201,7.1677,0.37752,43.796,-120.65,9.7902,0.06199,0.043546,0.0031974,0.001788,26.285,0,48.329,0.092906,2.7223,2.2873,3.1135,0.605,3.1e7,0,134.25,0.62055,0.62055,0.36553,0.087435,0.16758,0.012542,0.038531,-5.1313e-4,0,-4.1026e-5,0.014443,0.014484,1.2469e-4,0.020427,0.1397,0.015328,87.033,1.0699,NaN,-16.611,550.34,321.23,0.01,1.3503
13.91,3.4752,193.93,-14.879,194.06,14.883,0.10555,0.0039077,0.10562,2.1203,7.1641,0.3415,43.796,-120.65,9.7902,0.044073,0.043524,0.0026942,0.0025221,26.285,0,48.329,0.092906,2.7229,2.2873,3.1182,0.60455,30970588,0,133.99,0.62048,0.62048,0.36555,0.087417,0.16751,0.0089088,0.028108,2.6661e-4,0,-4.1187e-5,0.014441,0.014482,8.8674e-5,0.020412,0.1397,0.015328,87.02,1.0737,NaN,-16.624,550.19,321.22,0.01,1.3517
13.92,3.4772,193.78,-14.871,193.91,14.874,0.10562,0.0039107,0.10569,2.1205,7.1609,0.30576,43.796,-120.65,9.7901,0.031918,0.043503,0.0011913,0.0035072,26.285,0,48.329,0.092906,2.7234,2.2873,3.1214,0.6041,30941192,0,133.74,0.62041,0.62041,0.36557,0.0874,0.16744,0.0064478,0.02044,-2.768e-4,0,-4.1341e-5,0.014438,0.01448,1.7363e-5,0.020396,0.1397,0.015328,87.006,1.0794,NaN,-16.637,550.05,321.22,0.01,1.3524
13.93,3.4791,193.63,-14.864,193.76,14.866,0.10569,0.0039136,0.10576,2.1206,7.1581,0.27036,43.796,-120.65,9.7901,0.032679,0.043482,-0.0013113,0.0034639,26.285,0,48.329,0.092906,2.7233,2.2873,3.1211,0.60364,30911823,0,133.49,0.62034,0.62035,0.36559,0.087382,0.16737,0.0066017,0.02032,-4.9447e-4,0,-4.1489e-5,0.014436,0.014478,-2.1071e-5,0.020381,0.1397,0.015328,86.993,1.0871,NaN,-16.649,549.91,321.21,0.01,1.353
13.94,3.4811,193.48,-14.856,193.61,14.858,0.10576,0.0039166,0.10584,2.1208,7.1556,0.23535,43.796,-120.65,9.7901,0.045581,0.04346,-0.0026944,0.0025213,26.285,0,48.329,0.092906,2.7228,2.2873,3.1174,0.60319,30882481,0,133.24,0.62028,0.62028,0.36561,0.087365,0.1673,0.0092134,0.028425,-1.522e-4,0,-4.1632e-5,0.014434,0.014476,-8.9097e-5,0.020365,0.1397,0.015328,86.98,1.0967,NaN,-16.662,549.76,321.2,0.01,1.3537
13.95,3.483,193.33,-14.848,193.47,14.85,0.10584,0.0039195,0.10591,2.1209,7.1534,0.20099,43.796,-120.65,9.7901,0.063357,0.043439,-0.0031624,0.001848,26.285,0,48.329,0.092906,2.7221,2.2873,3.1124,0.60273,30853169,0,133,0.62021,0.62022,0.36563,0.087348,0.16723,0.012817,0.040147,2.6598e-4,0,-4.1771e-5,0.014432,0.014473,-1.2293e-4,0.020349,0.1397,0.015328,86.967,1.1082,NaN,-16.674,549.62,321.19,0.01,1.3544
13.96,3.4849,193.19,-14.84,193.32,14.841,0.10591,0.0039224,0.10598,2.1211,7.1516,0.17418,43.796,-120.65,9.7901,0.078651,0.043417,-0.0032954,0.0015064,26.285,0,48.329,0.092906,2.7215,2.2873,3.1081,0.60228,30824007,0,132.75,0.62014,0.62015,0.36565,0.087331,0.16716,0.015922,0.049188,-3.8506e-4,0,-4.1872e-5,0.014429,0.014471,-1.3369e-4,0.020334,0.1397,0.015328,86.953,1.1215,NaN,-16.687,549.48,321.19,0.01,1.3551
13.97,3.4869,193.04,-14.833,193.17,14.833,0.10598,0.0039254,0.10605,2.1212,7.15,0.14795,43.796,-120.65,9.7901,0.094309,0.043396,-0.0033394,0.0012742,26.285,0,48.329,0.092906,2.7209,2.2873,3.1037,0.60183,30794872,0,132.5,0.62007,0.62009,0.36567,0.087313,0.16709,0.019105,0.059675,4.196e-4,0,-4.1976e-5,0.014427,0.014469,-1.375e-4,0.020318,0.1397,0.015328,86.94,1.1365,NaN,-16.7,549.33,321.18,0.01,1.3557
13.98,3.4888,192.89,-14.825,193.02,14.825,0.10605,0.0039283,0.10612,2.1214,7.1488,0.12246,43.796,-120.65,9.7901,0.11003,0.043374,-0.003335,0.0011096,26.285,0,48.329,0.092906,2.7203,2.2873,3.0993,0.60138,30765762,0,132.26,0.62001,0.62003,0.36569,0.087296,0.16702,0.022307,0.06934,-5.0248e-4,0,-4.2082e-5,0.014425,0.014467,-1.3735e-4,0.020303,0.1397,0.015328,86.928,1.1533,NaN,-16.712,549.19,321.17,0.01,1.3564
13.99,3.4907,192.74,-14.817,192.87,14.817,0.10612,0.0039312,0.10619,2.1215,7.1477,0.097946,43.796,-120.65,9.7901,0.12566,0.043353,-0.0033005,9.8895e-4,26.285,0,48.329,0.092906,2.7197,2.2873,3.0949,0.60093,30736679,0,132.01,0.61994,0.61997,0.36571,0.087279,0.16695,0.025493,0.078764,-3.0601e-4,0,-4.219e-5,0.014423,0.014465,-1.3473e-4,0.020287,0.1397,0.015328,86.915,1.1717,NaN,-16.725,549.05,321.16,0.01,1.357
14,3.4926,192.59,-14.809,192.72,14.809,0.10619,0.0039341,0.10627,2.1217,7.147,0.074756,43.796,-120.65,9.7901,0.14115,0.043331,-0.0032448,8.9735e-4,26.285,0,48.329,0.092906,2.7191,2.2873,3.0906,0.60048,30707620,0,131.77,0.61987,0.61991,0.36574,0.087262,0.16688,0.028656,0.089117,-1.8064e-4,0,-4.23e-5,0.01442,0.014463,-1.3042e-4,0.020272,0.1397,0.015328,86.903,1.1916,NaN,-16.737,548.9,321.16,0.01,1.3577
14.01,3.4946,192.44,-14.801,192.58,14.801,0.10626,0.003937,0.10634,2.1218,7.1465,0.051005,43.796,-120.65,9.7901,0.1591,0.04331,-0.0031735,8.1931e-4,26.285,0,48.329,0.092906,2.7184,2.2873,3.0856,0.60003,30678510,0,131.52,0.61981,0.61985,0.36576,0.087245,0.16681,0.032328,0.10022,1.772e-4,0,-4.2433e-5,0.014418,0.014461,-1.2495e-4,0.020256,0.1397,0.015328,86.891,1.213,NaN,-16.75,548.76,321.15,0.01,1.3584
14.02,3.4965,192.3,-14.794,192.43,14.794,0.10634,0.0039399,0.10641,2.1219,7.1463,0.036632,43.796,-120.65,9.7901,0.17672,0.043288,-0.0030855,7.5978e-4,26.285,0,48.329,0.092906,2.7177,2.2873,3.0807,0.59958,30649427,0,131.28,0.61974,0.6198,0.36578,0.087228,0.16673,0.035935,0.11132,3.1205e-4,0,-4.2563e-5,0.014416,0.014459,-1.183e-4,0.020241,0.1397,0.015328,86.88,1.2358,NaN,-16.762,548.62,321.14,0.01,1.359
14.03,3.4984,192.15,-14.786,192.28,14.786,0.10641,0.0039428,0.10648,2.1221,7.1464,0.041043,43.796,-120.65,9.7901,0.19393,0.043267,-0.0029835,7.1366e-4,26.285,0,48.329,0.092906,2.717,2.2873,3.0759,0.59913,3.062e7,0,131.04,0.61967,0.61974,0.3658,0.087211,0.16666,0.039466,0.12189,-1.4278e-4,0,-4.2692e-5,0.014414,0.014456,-1.1077e-4,0.020225,0.1397,0.015328,86.868,1.2599,NaN,-16.775,548.48,321.13,0.01,1.3598
14.04,3.5003,192,-14.778,192.13,14.778,0.10648,0.0039457,0.10655,2.1222,7.1467,0.059118,43.796,-120.65,9.7901,0.21069,0.043245,-0.0028688,6.7732e-4,26.285,0,48.329,0.092906,2.7164,2.2873,3.0713,0.59868,30591339,0,130.8,0.61961,0.61969,0.36582,0.087194,0.16659,0.04291,0.13163,-3.9008e-4,0,-4.2819e-5,0.014412,0.014454,-1.0258e-4,0.02021,0.1397,0.015328,86.858,1.2853,NaN,-16.787,548.33,321.13,0.01,1.3605
14.05,3.5022,191.85,-14.77,191.99,14.771,0.10655,0.0039486,0.10662,2.1223,7.1473,0.081104,43.796,-120.65,9.7901,0.22674,0.043224,-0.0027428,6.4879e-4,26.285,0,48.329,0.092906,2.7158,2.2873,3.0668,0.59823,30562339,0,130.56,0.61954,0.61964,0.36584,0.087176,0.16652,0.046214,0.14222,2.1346e-4,0,-4.2943e-5,0.014409,0.014452,-9.3916e-5,0.020194,0.1397,0.015328,86.847,1.3118,NaN,-16.8,548.19,321.12,0.01,1.3612
14.06,3.5042,191.7,-14.762,191.84,14.762,0.10662,0.0039515,0.10669,2.1225,7.1481,0.090654,43.796,-120.65,9.7901,0.23391,0.043202,-0.0026077,6.3074e-4,26.285,0,48.329,0.092906,2.7155,2.2873,3.0648,0.59779,30533595,0,130.32,0.61947,0.61958,0.36586,0.08716,0.16646,0.047689,0.14598,7.5405e-5,0,-4.3002e-5,0.014407,0.01445,-8.502e-5,0.020179,0.1397,0.015328,86.838,1.3394,NaN,-16.812,548.05,321.11,0.01,1.3619
14.07,3.5061,191.56,-14.753,191.69,14.754,0.10669,0.0039544,0.10677,2.1226,7.149,0.0997,43.796,-120.65,9.7901,0.24055,0.04318,-0.0024683,6.1485e-4,26.285,0,48.329,0.092906,2.7152,2.2873,3.0629,0.59734,30504875,0,130.08,0.61941,0.61952,0.36588,0.087143,0.16639,0.049056,0.14995,4.0083e-4,0,-4.307e-5,0.014405,0.014448,-7.6294e-5,0.020163,0.1397,0.015328,86.828,1.368,NaN,-16.825,547.91,321.1,0.01,1.3625
14.08,3.508,191.41,-14.745,191.54,14.745,0.10676,0.0039573,0.10684,2.1227,7.15,0.10811,43.796,-120.65,9.7901,0.24664,0.043159,-0.0023251,6.0086e-4,26.285,0,48.329,0.092906,2.715,2.2873,3.0611,0.5969,30476182,0,129.84,0.61934,0.61946,0.3659,0.087126,0.16632,0.050312,0.15365,4.6869e-4,0,-4.3146e-5,0.014403,0.014446,-6.7798e-5,0.020148,0.1397,0.015328,86.82,1.3975,NaN,-16.837,547.76,321.1,0.01,1.3632
14.09,3.5099,191.26,-14.736,191.4,14.737,0.10684,0.0039601,0.10691,2.1229,7.1511,0.11581,43.796,-120.65,9.79,0.25219,0.043137,-0.0021783,5.8833e-4,26.285,0,48.329,0.092906,2.7147,2.2873,3.0595,0.59645,30447514,0,129.6,0.61928,0.6194,0.36592,0.087109,0.16625,0.051455,0.15704,-4.6877e-4,0,-4.3228e-5,0.014401,0.014444,-5.9602e-5,0.020132,0.1397,0.015328,86.811,1.4278,NaN,-16.849,547.62,321.09,0.01,1.3639
14.1,3.5118,191.12,-14.728,191.25,14.728,0.10691,0.003963,0.10698,2.123,7.1523,0.12259,43.796,-120.65,9.79,0.25708,0.043115,-0.0020286,5.7745e-4,26.285,0,48.329,0.092906,2.7145,2.2873,3.058,0.59601,30418873,0,129.36,0.61921,0.61934,0.36594,0.087092,0.16618,0.052464,0.16026,-3.5141e-5,0,-4.3314e-5,0.014398,0.014442,-5.177e-5,0.020117,0.1397,0.015328,86.804,1.4589,NaN,-16.862,547.48,321.08,0.01,1.3645
14.11,3.5137,190.97,-14.719,191.1,14.719,0.10698,0.0039659,0.10705,2.1231,7.1535,0.1231,43.796,-120.65,9.79,0.25806,0.043094,-0.0018771,5.6805e-4,26.285,0,48.329,0.092906,2.7145,2.2873,3.0576,0.59557,3.039e7,0,129.12,0.61914,0.61927,0.36596,0.087076,0.16611,0.052664,0.16132,-4.4859e-4,0,-4.338e-5,0.014396,0.01444,-4.4394e-5,0.020101,0.1397,0.015328,86.797,1.4906,NaN,-16.874,547.34,321.07,0.01,1.3652
14.12,3.5156,190.82,-14.71,190.95,14.71,0.10705,0.0039688,0.10712,2.1232,7.1548,0.12279,43.796,-120.65,9.79,0.25848,0.043072,-0.0017251,5.5935e-4,26.285,0,48.329,0.092906,2.7144,2.2873,3.0574,0.59513,30361853,0,128.88,0.61908,0.61921,0.36598,0.087059,0.16604,0.052749,0.16141,1.8736e-5,0,-4.3452e-5,0.014394,0.014438,-3.7553e-5,0.020086,0.1397,0.015328,86.79,1.523,NaN,-16.887,547.2,321.07,0.01,1.3658
14.13,3.5175,190.67,-14.701,190.81,14.701,0.10712,0.0039717,0.10719,2.1233,7.156,0.12168,43.796,-120.65,9.79,0.25834,0.04305,-0.0015735,5.5132e-4,26.285,0,48.329,0.092906,2.7144,2.2873,3.0573,0.59468,30333382,0,128.64,0.61901,0.61914,0.366,0.087042,0.16597,0.052719,0.16099,2.1956e-4,0,-4.3532e-5,0.014392,0.014435,-3.1292e-5,0.02007,0.1397,0.015328,86.784,1.5557,NaN,-16.899,547.06,321.06,0.01,1.3665
14.14,3.5195,190.53,-14.691,190.66,14.692,0.10719,0.0039745,0.10727,2.1235,7.1572,0.11978,43.796,-120.65,9.79,0.25766,0.043029,-0.0014227,5.4387e-4,26.285,0,48.329,0.092906,2.7144,2.2873,3.0574,0.59424,30304936,0,128.41,0.61895,0.61908,0.36602,0.087026,0.16591,0.052576,0.16056,-4.2252e-4,0,-4.3617e-5,0.01439,0.014433,-2.562e-5,0.020055,0.1397,0.015328,86.779,1.5889,NaN,-16.911,546.91,321.05,0.01,1.3671
14.15,3.5214,190.38,-14.682,190.51,14.683,0.10726,0.0039774,0.10734,2.1236,7.1584,0.11722,43.796,-120.65,9.79,0.25651,0.043007,-0.0012725,5.3718e-4,26.285,0,48.329,0.092906,2.7145,2.2873,3.0575,0.5938,30276514,0,128.17,0.61889,0.61901,0.36604,0.087009,0.16584,0.052337,0.16049,-3.2098e-4,0,-4.3707e-5,0.014388,0.014431,-2.0526e-5,0.020039,0.1397,0.015328,86.774,1.6224,NaN,-16.924,546.77,321.04,0.01,1.3678
14.16,3.5233,190.23,-14.673,190.37,14.674,0.10734,0.0039803,0.10741,2.1237,7.1595,0.11863,43.796,-120.65,9.79,0.25774,0.042985,-0.0011222,5.3164e-4,26.285,0,48.329,0.092906,2.7144,2.2873,3.0571,0.59336,30248037,0,127.93,0.61882,0.61895,0.36606,0.086993,0.16577,0.052589,0.16062,1.4063e-4,0,-4.3825e-5,0.014385,0.014429,-1.5988e-5,0.020024,0.1397,0.015328,86.769,1.6561,NaN,-16.936,546.63,321.04,0.01,1.3684
